publication_date,news_section,travel_departure_date,travel_duration,travel_arrival_date,travel_departure_port,travel_port_of_call_list,travel_arrival_port,ship_type,ship_name,cargo_list,master_role,master_name,parsed_text
1858-05-13,E,1858-03-10,63dias,1858-05-12,Dandre,nan,La Habana,berg ing.,Lord Harding,"con carbon, al capitan. Apuestas del Sol quedaba por sotavento borgantin sin reco",cap.,Charles,"De Dandre en 63 dias berg ing. Lord Harding, cap. Charles,
ton. 20, con carbon, al capitan. Apuestas del Sol quedaba por sotavento borgantin sin reco"
1858-05-14,E,1858-03-24,50dias,1858-05-13,Santander,nan,La Habana,berg esp.,San MamAA,"con harina, AA! los Sres. Arlosa y comp.",c,AAa,"e Santander en 50 dias berg esp. San MamAA(c)s, cap. tarcAAa, ton. 174. con harina, AA! los Sres. Arlosa y comp."
1858-05-14,E,1858-03-19,55dias,1858-05-13,AvilAA(c)s,nan,La Habana,berg. esp.,Socorro,"con frutos, & D. L. Perdones.-Pasag. 85.",p.,Lopez,"De AvilAA(c)s en 55 dias berg. esp. Socorro, omp. Lopez, ton. 108, con frutos, & D. L. Perdones.-Pasag. 85."
1858-05-14,E,1858-03-28,46dias,1858-05-13,MAA!laga,nan,La Habana,frag. esp.,AAA,"con frutos, AA! los Sres. Sams, S. y comp.-Pasag. 2.",cap.,Seneat.,"De MAA!laga en 46 dias frag. esp. AAA+-a, cap. Seneat. ton. 158, con frutos, AA! los Sres. Sams, S. y comp.-Pasag. 2."
1858-05-16,E,1858-05-12,3dias,1858-05-15,New Orleans,nan,La Habana,vapor amer.,Black War,"con efectos, AA! los seAA+-ores Cahuzac Hermanos-Pasajeros 94.",cap.,Smith.,"e New Orleans en 3 dias vapor amer. Black War rior, cap. Smith. ton. 1500, con efectos, AA! los seAA+-ores Cahuzac Hermanos-Pasajeros 94."
1858-05-16,E,1858-04-24,21dias,1858-05-15,a Terranova,nan,La Habana,berg. ing.,James Stewart,"ton 159, con bacalao, AA! los Sres. Adot, Spalding y Comp. Da Portland en 21 dias frag, am. Cheraller, cap. Knight, ton. 478, con envases, AA! los Sres D. J. M. Morales y Comp.",cap.,Tay.,"Da Terranova en 21 dias berg. ing. James Stewart, cap. Tay. lor. ton 159, con bacalao, AA! los Sres. Adot, Spalding y Comp. Da Portland en 21 dias frag, am. Cheraller, cap. Knight, ton. 478, con envases, AA! los Sres D. J. M. Morales y Comp."
1858-05-16,E,1858-03-19,57dias,1858-05-15,Barcelona,Puerto Rico,La Habana,frag. esp.,Teresita.,"con frutos, AA! los Srea. Llanura y Hermano.Parag. 83",cap.,Cardona,"De Barcelona v Puerto Rico en 57 dias frag. esp. Teresita. cap. Cardona, ton. 43. con frutos, AA! los Srea. Llanura y Hermano.Parag. 83"
1858-05-16,E,1858-04-24,21dias,1858-05-15,Portland,nan,La Habana,berz. am.,Walter,"187 con durmientes, AA! los Sres. Herrera y Cp.",cap.,Howes,"De Portland en 21 dias berz. am. Walter, cap. Howes, tou. 187 con durmientes, AA! los Sres. Herrera y Cp."
1858-05-18,E,1858-05-05,12dias,1858-05-17,Baltimore,nan,La Habana,gol. amer.,Chief,"ton. 307, con carbon, al capitan.-Pasajeros.21 20.",cap.,Tra,"e Baltimore en 12 dias gol. amer. Chief, cap. Tra der, ton. 307, con carbon, al capitan.-Pasajeros.21 20."
1858-05-18,E,1858-03-29,49dias,1858-05-17,la CoruAA+-a,nan,La Habana,frag.esp.,Josefina Matilde,"323, con frutos, AA! los seAA+-ores Pastor Hermano.-Pasaj. 18. De Montevideo en 45 dias frag. esp. Angelita, cap. Manan, ton. 236, con tasajo, AA! los Sres. Escauriza y S.",cap,Diaz,"Dela CoruAA+-a en 49 dias frag.esp. Josefina Matilde, cap Diaz, tom. 323, con frutos, AA! los seAA+-ores Pastor Hermano.-Pasaj. 18. De Montevideo en 45 dias frag. esp. Angelita, cap. Manan, ton. 236, con tasajo, AA! los Sres. Escauriza y S."
1858-05-18,E,1858-05-12,5dias,1858-05-17,New York,nan,La Habana,vap. am.,Cahawba,"con efectos, AA! los Sree. Cahuzac y H.-Pasag. 24. De la mar vap. de S. M. General Lezo, comandante el teniente de navio D. E. Rovira.",cap.,Bullock,"De New York en 5 dias vap. am. Cahawba, cap. Bullock, ton. 1,600, con efectos, AA! los Sree. Cahuzac y H.-Pasag. 24. De la mar vap. de S. M. General Lezo, comandante el teniente de navio D. E. Rovira."
1858-05-21,E,1858-03-31,50dias,1858-05-20,Liverpool,nan,La Habana,frag. esp.,Felipa,"ton. 212, con ferreteria y mercancAAas, AA!los Sres. Aque chey H.",cap.,Bas,"le Liverpool en 50 dias frag. esp. Felipa y Vicenta. cap. Bas tarrechea, ton. 212, con ferreteria y mercancAAas, AA!los Sres. Aque chey H."
1858-05-21,E,1858-05-09,11dias,1858-05-20,Wilmington,nan,La Habana,frag. am.,Aerial,"con maderas, AA! los Sree. S. C. Burnham y cp.",cap.,Taylor,"De Wilmington en 11 dias frag. am. Aerial, cap. Taylor, ton. 24, con maderas, AA! los Sree. S. C. Burnham y cp."
1858-05-21,E,1858-03-20,61dias,1858-05-20,Cardiff,nan,La Habana,berg. haunov.,Minna,"con carbon, al capitan.",cap.,Wessels,"De Cardiff en 61 dias berg. haunov. Minna, cap. Wessels, ton. 2. con carbon, al capitan."
1858-05-21,E,1858-05-06,14dias,1858-05-20,Cuba,nan,La Habana,"pol, esp.",Joseta,con frutos AA  Llopart y Vila.,cap.,Villalonga,"De Cuba en 14 dias pol, esp. Joseta, cap. Villalonga, ton. 144 con frutos AA  Llopart y Vila."
1858-05-21,E,1858-01-30,110dias,1858-05-20,Calcuta,nan,La Habana,frag. amer.,John Knox,"con arroz, AA! D. J. Campbell y comp.",cap.,Gwin,"DeCalcuta en 110 dias frag. amer. John Knox, cap. Gwin, ton. C40, con arroz, AA! D. J. Campbell y comp."
1858-05-21,E,1858-04-28,22dias,1858-05-20,Portland,nan,La Habana,frag. amer.,Grampus,"con envases, al cap.",cap.,Cunbigham,"De Portland en 22 dias frag. amer. Grampus, cap. Cunbigham, ton. 240, con envases, al cap."
1858-06-13,E,1858-06-09,3dias,1858-06-12,CAA!diz,nan,La Habana,"frag, esp.",Asuncion,"con frutos, & D J. M. Morales cp-Pasag. 5.",cap.,Arritola,"De CAA!diz en 3 dias frag, esp. Asuncion, cap. Arritola, ton. 20, con frutos, & D J. M. Morales cp-Pasag. 5."
1858-06-13,E,1858-05-28,15dias,1858-06-12,Portland,nan,La Habana,frag. am,Lizzi,tlood.,e,Drew,"De Portland en 15 dias frag. am Lizzie Drew, cap. tlood."
1858-06-16,E,1858-05-10,36dias,1858-06-15,Santander,nan,La Habana,frag. esp.,Castilla,"ton. 376, con harioa, AA! los seAA+-ores San Pelayo, Pardo y Com paAA+-AAa.",cap.,Ga,"e Santander en 36 dias frag. esp. Castilla, cap. Ga vica, ton. 376, con harioa, AA! los seAA+-ores San Pelayo, Pardo y Com paAA+-AAa."
1858-06-16,E,1858-06-11,4dias,1858-06-15,Bilbao,nan,La Habana,"berg, esp.",Centinela,con harina D M J. del Solar. Patag. 4. J,cap.,Urrechaga,"De Bilbao en 4 dias berg, esp. Centinela, cap. Urrechaga, ton. 240 con harina D M J. del Solar. Patag. 4. J"
1858-07-06,E,1858-05-22,44dias,1858-07-05,CAA!diz,Cuba,La Habana,frag esp,Diaua,"con frutos AA! los Sres. Villarino, Pasag. 7.",cap.,Mora,"e CAA!diz y Cuba en 44 dias frag esp Diaua, cap. Mora, ton. 20, con frutos AA! los Sres. Villarino, Pasag. 7."
1858-07-06,E,1858-06-25,10dias,1858-07-05,N. Orleans,nan,La Habana,berg. am.,Nancy,con viveres AA! los Sres. SplAA! y comp.,cap.,Williams,"De N. Orleans en 10 dias berg. am. Nancy, cap. Williams, ton. 219, con viveres AA! los Sres. SplAA! y comp."
1858-07-06,E,1858-06-01,34dias,1858-07-05,Julio 5 De Bangor,nan,La Habana,berg am.,President.ca,con durmientes & D. J. A. Echavarria.,p.,Taylor.,"Julio 5 De Bangor en 34 dias berg am. President.cap. Taylor. ton. 237, con durmientes & D. J. A. Echavarria."
1858-07-06,E,1858-03-29,98dias,1858-07-05,Switao,Santa Helena,La Habana,frag. am.,Competitor,en lastre. & D. J. M. Morales y cp.Conduce 25 asiAA!ticos entre ellos 11 hembras.,cap.,Ohowhite,"De Switao y Santa Helena en 98 dias frag. am. Competitor, cap. Ohowhite, ton. 51, en lastre. & D. J. M. Morales y cp.Conduce 25 asiAA!ticos entre ellos 11 hembras."
1858-07-10,E,1858-07-02,7dias,1858-07-09,Tampico,Veracruz,La Habana,vapor lug.,Clyde,"1337, con efectos, al Sr. cAA3nsul inglAA(c)s-Pasajefor 31. El vapor amer. Empire City, de Nueva York para Nueva-Orleans, llegAA3 esta maAA+-ana AA! la boca del puerto para dejar la cor. respondencia efectos, y pasajeros para esta, todo lo que trasbor dAA3 al vapor Mosquito, que lo conduto al muelle & las 9. De San Thomas, Puerto Rico, Gibara y Nuevitas en 8 dias va por eap. PAA!jaro del OcAA(c)ano, cap. Viademonte, ton. 586, con efec& Herrera y comp.-Parajeros 20.",cap.,Heenan,"e Tampico y Veracruz en 7 dias vapor lug. Clyde, cap. Heenan, ton- 1337, con efectos, al Sr. cAA3nsul inglAA(c)s-Pasajefor 31. El vapor amer. Empire City, de Nueva York para Nueva-Orleans, llegAA3 esta maAA+-ana AA! la boca del puerto para dejar la cor. respondencia efectos, y pasajeros para esta, todo lo que trasbor dAA3 al vapor Mosquito, que lo conduto al muelle & las 9. De San Thomas, Puerto Rico, Gibara y Nuevitas en 8 dias va por eap. PAA!jaro del OcAA(c)ano, cap. Viademonte, ton. 586, con efec& Herrera y comp.-Parajeros 20."
1858-07-10,E,1858-07-06,3dias,1858-07-09,"Scott
De Sierra Morena",nan,La Habana,berg. amer.,E. A. Reed,"bets, tom. 193, con mieles, & Hestres comp. De la mar gol. de hAA(c)lice de S. M B. Jasseur, comandante Mr. Do Aspinwall en 4 dias vapor amer. Granada, cap. Berryman, toneladas 1325. en lastre AA  D. J. M. Morales 3 comp.-Pasaj. 41. Apuestas del Sol no quedaba buque AA! la vista.",cap.,Tib.,"Scott
De Sierra Morena en 3 dias berg. amer. E. A. Reed, cap. Tib. - bets, tom. 193, con mieles, & Hestres comp. De la mar gol. de hAA(c)lice de S. M B. Jasseur, comandante Mr. Do Aspinwall en 4 dias vapor amer. Granada, cap. Berryman, toneladas 1325. en lastre AA  D. J. M. Morales 3 comp.-Pasaj. 41. Apuestas del Sol no quedaba buque AA! la vista."
1858-07-13,E,1858-06-20,22dias,1858-07-12,Sisal,nan,La Habana,gol. esp.,Juanita,"con efectos, AA! los seAA+-ores Llanusa y Comp.-Pasag. 4.",cap.,Cabiz,"e Sisal en 22 dias gol. esp. Juanita, cap. Cabiz, ton. 81, con efectos, AA! los seAA+-ores Llanusa y Comp.-Pasag. 4."
1858-07-13,E,1858-06-29,13dias,1858-07-12,Fernandina (F.),nan,La Habana,"berg, am.",Ida Raynes,"ton. 303, con maderas AA! los Sres. Golcaria y Pedroso.",cap.,Ham,"De Fernandina (F.) en 13 dias berg, am. Ida Raynes, cap. Ham mond, ton. 303, con maderas AA! los Sres. Golcaria y Pedroso."
1858-07-13,E,1858-05-13,60dias,1858-07-12,o Glasgow,nan,La Habana,berg. esp.,Bartolo,con mercancias & D. J. Guerediaga.,cap.,Maldagau,"Do Glasgow en 60 dias berg. esp. Bartolo, cap. Maldagau, ton. 153 con mercancias & D. J. Guerediaga."
1858-07-13,E,1858-05-13,60dias,1858-07-12,GAA(c)nova,Tenerife,La Habana,berg. sardo,Eduardo,"128, con efectos al capitan.",cap.,MorAA,"De GAA(c)nova y Tenerife en 60 dias berg. sardo Eduardo, cap. MorAA(c), ton. 128, con efectos al capitan."
1858-07-16,E,1858-02-02,163dias,1858-07-15,Liverpool,Bilbao,La Habana,berg. esp.,Luisito,"con mercancias, AA! los seAA+-ores San Pelayn, Pardo y cp.",cap.,Postura,"e Liverpool y Bilbao en 163 dias berg. esp. Luisito, cap. Postura, ton. 21, con mercancias, AA! los seAA+-ores San Pelayn, Pardo y cp."
1858-07-16,E,1858-05-29,47dias,1858-07-15,Harcelona,nan,La Habana,frag. esp.,JAA,"ton. 260, con frutos, AA! los seAA+-ores SamAA! y cp.",cap.,Echa,"De Harcelona en 47 dias frag. esp. JAA3ven Enrique, cap. Echa varria, ton. 260, con frutos, AA! los seAA+-ores SamAA! y cp."
1858-07-18,E,1858-07-02,15dias,1858-07-17,l Manzanillo,nan,La Habana,berg esp,JAA,"con frutos. AA! los Sres. San Pelayo, P. y cp. De Liverpool en 62 dias berg. esp. Julio, cap Iturriza, ton. 252. con merean-las, AA! los Sree, Rigal, Dardet y cp.",cap.,Soto.,"el Manzanillo en 15 dias berg esp JAA3ven Elvira, cap. Soto. ton. 127, con frutos. AA! los Sres. San Pelayo, P. y cp. De Liverpool en 62 dias berg. esp. Julio, cap Iturriza, ton. 252. con merean-las, AA! los Sree, Rigal, Dardet y cp."
1858-07-20,E,1858-07-11,8dias,1858-07-19,Trinidad de Cuba,nan,La Habana,berg. esp.,Solitario,"ton. 134, en lastre, AA! los Sres. Alemany'y cp.",cap.,Bose,"De Trinidad de Cuba en 8 dias berg. esp. Solitario, cap. Bose jo. ton. 134, en lastre, AA! los Sres. Alemany'y cp."
1858-07-20,E,1858-07-10,9dias,1858-07-19,Baltimore,nan,La Habana,frag am.,Roman,"con efectos, al Capitan.",cap.,Laury,"De Baltimore en 9 dias frag am. Roman, cap. Laury, ton. 215, con efectos, al Capitan."
1858-07-20,E,1858-07-06,13dias,1858-07-19,Cienfuegos,nan,La Habana,frag. ing.,Walton,"en lastre, AA! Jos Sree. Cahuzac II.",cap.,Shaw,"De Cienfuegos en 13 dias frag. ing. Walton, cap. Shaw, ton. 209, en lastre, AA! Jos Sree. Cahuzac II."
1858-08-10,E,1858-08-07,2dias,1858-08-09,Matanzas,nan,La Habana,frag.,Ing. Joho Fergusou,"en lastro, al cap.",cap.,M. Nabb,"De Matanzas en 2 dias frag. Ing. Joho Fergusou, cap. M. Nabb ton. 400, en lastro, al cap."
1858-08-10,E,1858-06-26,44dias,1858-08-09,Cardiff,nan,La Habana,frag- lug.,Hyndeford.,511 con ferreterla AA! los seAA+-ores Ross v Beauer.,cap.,Forkey,"De Cardiff en 44 dias frag- lug. Hyndeford. cap. Forkey, tou. 511 con ferreterla AA! los seAA+-ores Ross v Beauer."
1858-08-10,E,1858-08-01,8dias,1858-08-09,Pausacola,nan,La Habana,berg. am,M.,con maderas AA! los Sree. Burnham y Cp.,cap.,Coosius.,"De Pausacola en 8 dias berg. am M. W Heolt, cap. Coosius. ton. 264, con maderas AA! los Sree. Burnham y Cp."
1858-08-10,E,1858-08-01,8dias,1858-08-09,New Orleans,nan,La Habana,"berg, am.",Browsville,"con viveres, AA! los seAA+-ores Cahuzac II",cap.,Godfrey,"De New Orleans en 8 dias berg, am. Browsville, cap. Godfrey, ton. 147, con viveres, AA! los seAA+-ores Cahuzac II"
1858-08-10,E,1858-07-10,30dias,1858-08-09,Boston,nan,La Habana,berg. am.,Gov. Bull,"204, con pAA3lvora y efectos, AA  M. A. Herrera y ep.",ep.,Arthur,"De Boston en 30 dias berg. am. Gov. Bull, ep. Arthur, tou.
204, con pAA3lvora y efectos, AA  M. A. Herrera y ep."
1858-08-12,E,1858-07-22,20dias,1858-08-11,Portland,nan,La Habana,"berg, am.",Resolute,"con maderas, AA! los seAA+-ores don J. M Moralos y Op De Nueva York en 10 dias nail. am. Pollux, cap. Trehusen, tan 282, con mercancias, & los seAA+-ores dou C. Tyag y Cump.",capitan,Hi,"e Portland en 20 dias berg, am. Resolute, capitan Hi, ton. 172, con maderas, AA! los seAA+-ores don J. M Moralos y Op De Nueva York en 10 dias nail. am. Pollux, cap. Trehusen, tan 282, con mercancias, & los seAA+-ores dou C. Tyag y Cump."
1858-08-12,E,1858-05-12,91dias,1858-08-11,Nueva York,nan,La Habana,berg amer.,George Albert,"210, con mercancias, AA! D. Servando de la Huerta. De Baltimore en 22 dias pait. sm. Brillant, cp. Huidman, ton. 187 con efectos, al capitan.",cap.,Toapaou,"De Nueva York en 91 dias berg amer. George Albert, cap. Toapaou, tou 210, con mercancias, AA! D. Servando de la Huerta. De Baltimore en 22 dias pait. sm. Brillant, cp. Huidman, ton. 187 con efectos, al capitan."
1858-08-13,E,1858-07-19,24dias,1858-08-12,Bangor,nan,La Habana,"berg, am.",Naiad,con maderas AA! don N Ruiz.,cap.,Leighton,"De Bangor en 24 dias berg, am. Naiad, cap. Leighton, ton. 231, con maderas AA! don N Ruiz."
1858-08-13,E,1858-06-26,47dias,1858-08-12,Cidiz,Puerto Rico,La Habana,berg. eap.,IntrAA,"con frutos, AA! don F. Arrigunaga.",cap.,Dalliot,"De Cidiz y Puerto Rico en 47 dias berg. eap. IntrAA(c)pido, cap. Dalliot, ton 119. con frutos, AA! don F. Arrigunaga."
1858-08-22,E,1858-08-01,20dias,1858-08-21,Santa Maria (Georgia),nan,La Habana,goleta am.,Enterprise,"con maderas, AA! los Sree. Burnham y cp. De Troujelm (Noruega) en 55 dias gole.a. noruega Mercurius, cap Lohrman. n. 100 nacalao, a los Sree. Escauriza y Serpa. A paras del Sol no quedaba buque AA! la vieta.",cap.,Lewis,"De Santa Maria (Georgia) en 20 dias goleta am. Enterprise, cap. Lewis, ton. 100, con maderas, AA! los Sree. Burnham y cp. De Troujelm (Noruega) en 55 dias gole.a. noruega Mercurius, cap Lohrman. n. 100 nacalao, a los Sree. Escauriza y Serpa. A paras del Sol no quedaba buque AA! la vieta."
1858-08-28,E,1858-08-24,3dias,1858-08-27,Mayar),nan,La Habana,gol. esp.,CAA!rmen,"madera, AA! don t Gabancho.""",cap.,Melian,"e Mayar) en 3 dias gol. esp. CAA!rmen, cap. Melian cou madera, AA! don t Gabancho."""
1858-08-28,E,1858-07-09,49?,1858-08-27,Agosto -De Hamburgo,nan,La Habana,"frag, eep.",Pilia,"son. 248, con mercancAAas, 4 los Sres, San Pelayo, P. y comp.",cap.,Larri.,"Agosto -De Hamburgo en 49 frag, eep. Pilia, cap. Larri. niga, son. 248, con mercancAAas, 4 los Sres, San Pelayo, P. y comp."
1858-08-29,E,1858-07-13,46dias,1858-08-28,San Sebastian,nan,La Habana,"frag, esp.",Lasarte,"con efectos, & oras, Betalu yep.-Pasajeros 10.",cap.,Albizu.,"De San Sebastian en 46 dias frag, esp. Lasarte, cap. Albizu. ton. 173, con efectos, & oras, Betalu yep.-Pasajeros 10."
1858-08-29,E,1858-08-17,11dias,1858-08-28,New Orleans,nan,La Habana,berg. americ.,Allen A. Chapman,"con viveres, AA! los seAA+-ores Cahuzac Herma.",cap.,Laurent,"De New Orleans en 11 dias berg. americ. Allen A. Chapman, cap. Laurent, ton. 12 con viveres, AA! los seAA+-ores Cahuzac Herma."
1858-08-29,E,1858-07-09,50?,1858-08-28,Liverpool,nan,La Habana,liasberg. esp.,Paquete Habana,M. Morales y Cp. A puesta del Sol no quedaba buque AA! la vista.,e,D.,"De Liverpool en 50 liasberg. esp. Paquete Habana, cap. l'gardl. ton. 223.con mercancias. AA! los Sree D. JosAA(c) M. Morales y Cp. A puesta del Sol no quedaba buque AA! la vista."
1858-09-02,E,1858-08-01,31dias,1858-09-01,Sevilla,nan,La Habana,berg. ep.,Claro,"con frutos, & don G. Madrazo,",cap.,GarcAAa,"De Sevilla en 31 dias berg. ep. Claro, cap. GarcAAa, ton. 170, con frutos, & don G. Madrazo,"
1858-09-05,E,1858-08-12,23?,1858-09-04,a Nueva York,nan,La Habana,diseberg. am,Fornax,"con mercanclas, AA!los Sres. Herrera y comp.",cap.,Gardner,"a Nueva York en 23 diseberg. am Fornax cap. Gardner, ton. 2.9, con mercanclas, AA!los Sres. Herrera y comp."
1858-09-05,E,1858-08-29,6dias,1858-09-04,New Orleans,nan,La Habana,berg. am.,Tallulah,con viveres AA! los Sres. Meyer y cp.,cap.,Hansen.,"De New Orleans en 6 dias berg. am. Tallulah, cap. Hansen. ton: 193, con viveres AA! los Sres. Meyer y cp."
1858-09-21,E,1858-09-01,19diae,1858-09-20,Bristol,nan,La Habana,"berg, am.",Maria,"con vireres, AA! los Srea. Birici, P. y comp De Portland ca 30 dias frag. am. C. B Hamilton, cap. Barry, too. 200, con maderae, AA! los Sres. Morison y como. De Charleston en 17 diss.berg. Adela. cap. Byere, ton. 115, too arroz, AA(c) los Sray Burnham y cp.",cap.,Lia Iser,"e Bristol en 19 diae berg, am. Maria cap. Lia Iser, ton. 15), con vireres, AA! los Srea. Birici, P. y comp De Portland ca 30 dias frag. am. C. B Hamilton, cap. Barry, too. 200, con maderae, AA! los Sres. Morison y como. De Charleston en 17 diss.berg. Adela. cap. Byere, ton. 115, too arroz, AA(c) los Sray Burnham y cp."
1858-09-22,E,1858-09-03,18dias,1858-09-21,Nueva Yerk,nan,La Habana,"frag, am.",Corinthian,"con mercancAAas, AA! don M A Herrera y cp.",p.,French,"De Nueva Yerk en 18 dias frag, am. Corinthian, cp. French, 150 252, con mercancAAas, AA! don M A Herrera y cp."
1858-09-22,E,1858-09-17,4dias,1858-09-21,Santomas,nan,La Habana,vapor log.,Solent,"con efectos, si CAA3nsul ing.-Pasag. 40.",cap.,Lewis,"De Santomas en 4 dias vapor log. Solent, cap. Lewis, ton. 1271, con efectos, si CAA3nsul ing.-Pasag. 40."
1858-09-29,E,1858-08-27,32dias,1858-09-28,San Juan de Terranova,nan,La Habana,berg. ing.,Friends,"con bacalao, AA! los seAA+-ores Adot y cp. De Boston en 20 dias feaz, am. Cordella, cap. Kollin, ton. 272, con efectos, AA! los Sree. Ulricl, P.y cp.",cap.,Jean,"e San Juan de Terranova en 32 dias berg. ing. Friends, cap. Jean, ton 162. con bacalao, AA! los seAA+-ores Adot y cp. De Boston en 20 dias feaz, am. Cordella, cap. Kollin, ton. 272, con efectos, AA! los Sree. Ulricl, P.y cp."
1858-09-29,E,1858-09-18,10dias,1858-09-28,a Nuova York,nan,La Habana,frag. aust.,Marietta,"ton. 521, coa maquinaria, AA! dor J. M. Morales y cp. De Nueva Orleans en 2 dias vap. am. Cahawba, CD. Bullock, ton. 1820, con efectes, AA! los Sree. Cahuzac H.-Panag. 10. Apuestas del Sol no quedaba buque AA! la vista.",cap.,Paulo.,"Da Nuova York en 10 dias frag. aust. Marietta, cap. Paulo. vich, ton. 521, coa maquinaria, AA! dor J. M. Morales y cp. De Nueva Orleans en 2 dias vap. am. Cahawba, CD. Bullock, ton. 1820, con efectes, AA! los Sree. Cahuzac H.-Panag. 10. Apuestas del Sol no quedaba buque AA! la vista."
1858-10-05,E,1858-08-11,54dias,1858-10-04,Liverpool,nan,La Habana,frag esp.,Secundina,"con mercanclar, AA! los Sres. Aqueche y H.",cap,Albizuri,"e Liverpool en 54 dias frag esp. Secundina, cap Albizuri, ton. 217, con mercanclar, AA! los Sres. Aqueche y H."
1858-10-05,E,1858-08-15,50dias,1858-10-04,Liverpool,nan,La Habana,frag. esp.,Casis,"con morcanelas, AA! don A del Pozo.",cap.,Pardo,"De Liverpool en 50 dias frag. esp. Casis, cap. Pardo, ton 650, con morcanelas, AA! don A del Pozo."
1858-10-05,E,1858-08-23,42dias,1858-10-04,CAA!diz,nan,La Habana,frag. eap.,Eloisa,"con frutor, AA! los Sres. Arrigunsga yep.-Pasag 9.",p.,Martinez,"De CAA!diz en 42 dias frag. eap. Eloisa, cp. Martinez, ton 230 con frutor, AA! los Sres. Arrigunsga yep.-Pasag 9."
1858-10-05,E,1858-08-24,41dias,1858-10-04,CAA!diz,nan,La Habana,herg. esp.,CristAA,con frutos. AA  don G. Madrazo.,"cap,",Cabrera,"De CAA!diz en 41 dias herg. esp. CristAA3bal ColAA3n, cap, Cabrera ton. 155, con frutos. AA  don G. Madrazo."
1858-10-05,E,1858-08-09,56dias,1858-10-04,Liverpool,nan,La Habana,"berg, esp.",(leneroso,"ton. 120, con mercancAAas, & los Sros. Aquscher II A puestas del Sol no quedaba buque AA  la vista.",cap.,Echavar,"De Liverpool en 56 dias berg, esp. (leneroso, cap. Echavar rla ton. 120, con mercancAAas, & los Sros. Aquscher II A puestas del Sol no quedaba buque AA  la vista."
1858-10-13,E,1858-08-12,61dias,1858-10-12,o Aslesand,nan,La Habana,berg. so,Experinzz.,con bacalao. AA! don LG Barson.,cap.,Renteria.,Do Aslesand en 61 dias berg. so Experinzz. cap. Renteria. ton. 116 con bacalao. AA! don LG Barson.
1858-10-15,E,1858-10-09,5dias,1858-10-14,Nueva York,nan,La Habana,vap. am.,Quaker City,"con efectos, & don 1 M. Zangroniz.-Paeag. 59.",cap.,Shuffeld,"De Nueva York en 5 dias vap. am. Quaker City, cap. Shuffeld, ton. 230, con efectos, & don 1 M. Zangroniz.-Paeag. 59."
1858-10-15,E,1858-10-05,9diae,1858-10-14,Nueva York,nan,La Habana,vap. eep.,Victoria,"en lastre, AA! los Sres. Anguera v M.- Pasag. 3.",cap.,Vidal,"De Nueva York en 9 diae vap. eep. Victoria, cap. Vidal, ton. 116. en lastre, AA! los Sres. Anguera v M.- Pasag. 3."
1858-10-15,E,1858-08-23,52dias,1858-10-14,Amberes,nan,La Habana,berg. esp.,Providencia,"192, con mercancAAas, AA! los Sree. Balblai y cp.",cap.,Amecha,"De Amberes en 52 dias berg. esp. Providencia, cap. Amecha zurra.ton. 192, con mercancAAas, AA! los Sree. Balblai y cp."
1858-10-15,E,1858-08-12,63dias,1858-10-14,Amberes,nan,La Habana,berg. ean.,Piedad,"con mercancAAas, AA! los Sree. Mendiola, B. y cp.",cap.,Garay,"De Amberes en 63 dias berg. ean. Piedad, cap. Garay, ton. 160, con mercancAAas, AA! los Sree. Mendiola, B. y cp."
1858-10-15,E,1858-10-02,12dias,1858-10-14,Sisal,nan,La Habana,gol. exp.,Juaniti,"con e fectos, los Sree. Llannea, H. y cp.",cap.,Cahlz,"De Sisal en 12 dias gol. exp. Juaniti, cap. Cahlz, ton.SI, con e fectos, los Sree. Llannea, H. y cp."
1858-10-15,E,1858-09-23,21dias,1858-10-14,Nueva Orleans,nan,La Habana,rap. am,Black Warrior.,"con efectos, AA! los Srea. Cabazar geroa 12",cap.,Smith,"De Nueva Orleans en 21 dias rap. am Black Warrior. cap. Smith, ton. 1500, con efectos, AA! los Srea. Cabazar geroa 12"
1858-10-16,E,1858-08-16,60dias,1858-10-15,Bardeos,nan,La Habana,berg. esp.,San NicolAA!s,"con mercanclas, AA! les Sres. Caro y Comp.",cap.,Aguirre,"De Bardeos en 60 dias berg. esp. San NicolAA!s, cap. Aguirre, ton. 140, con mercanclas, AA! les Sres. Caro y Comp."
1858-10-23,E,1858-09-05,47dias,1858-10-22,Buenos Asres,nan,La Habana,pal. esp.,Rosario,"171, co tajo e Sree. anusa comp. Pasagero 1. El dia par lid us combre que se le fuAA(c) al agua. De Nueva Orleans eo, 17 dias frag. am. R B. Sheppa, cap. (ia to 1. 66 con algo fon al capitan.- Pasateros 2 Ests buquo arribAA3 no bag 11 yeagairAA! para el Havre",cap.,Durali,"De Buenos Asres en 47 dias pal. esp. Rosario, cap. Durali, tou 171, co tajo e Sree. anusa comp. Pasagero 1. El dia par lid us combre que se le fuAA(c) al agua. De Nueva Orleans eo, 17 dias frag. am. R B. Sheppa, cap. (ia to 1. 66 con algo fon al capitan.- Pasateros 2 Ests buquo arribAA3 no bag 11 yeagairAA! para el Havre"
1858-10-23,E,1858-10-20,2dias,1858-10-22,Halifax,nan,La Habana,berg.,InglAA,con bacalao los Sres. Noriega O. ycomp.,cap.,Edward,"De Halifax en 2 dias berg. InglAA(c)s AmAA(c)rica, cap. Edward, ton. 147 con bacalao los Sres. Noriega O. ycomp."
